,media_investments,kpi_forecast,increase_to_basic_level,kpi_increase_per_step_of_investment
0,1e-06,55.00000000000029,0.0,0.0
1,1.000001,55.009287699023666,0.009287699023374785,0.00928768973568505
2,2.0000009999999997,55.03117151545078,0.03117151545048813,0.015585749932369102
3,3.0000009999999997,55.063171496314624,0.06317149631433239,0.021057158419057993
4,4.000000999999999,55.10408118279369,0.10408118279340073,0.02602028919327789
5,5.000000999999999,55.15304201141204,0.153042011411749,0.030608396160670574
6,6.000000999999999,55.20935674690366,0.20935674690336725,0.03489278533509699
7,7.000000999999999,55.27241903680331,0.27241903680302215,0.03891699969800321
8,8.000001,55.3416803985503,0.341680398550011,0.042710044479995816
9,9.000000999999997,55.41663286246039,0.4166328624600979,0.04629253512972921
10,10.000000999999997,55.49679921562597,0.4967992156256784,0.04967991659457619
11,11.000000999999997,55.58172730512474,0.5817273051244456,0.05288429565819546
12,12.000000999999997,55.67098664897383,0.670986648973539,0.05591554942149914
13,13.000000999999997,55.764166411321916,0.7641664113216251,0.05878202711843063
14,14.000000999999997,55.86087420009559,0.8608742000952958,0.06149100990030615
15,15.000000999999997,55.96073536071144,0.9607353607111477,0.06404901977747521
16,16.000000999999997,56.06339256223325,1.0633925622329556,0.0664620309856828
17,17.000000999999997,56.16850554594267,1.1685055459423808,0.06873561630628028
18,18.000000999999997,56.2757509522792,1.275750952278912,0.0708750489668813
19,19.000000999999997,56.3848221718442,1.3848221718439078,0.07288537362939654
20,20.000000999999997,56.495429185924564,1.495429185924273,0.07477145555764088
21,21.000000999999997,56.60729837539348,1.6072983753931922,0.07653801423119896
22,22.000000999999997,56.720172286056496,1.7201722860562043,0.0781896458121163
23,23.000000999999997,56.833809344880486,1.8338093448801942,0.07973083761518943
24,24.000000999999997,56.94798352593588,1.9479835259355909,0.0811659768654006
25,25.000000999999997,57.06248396787327,2.0624839678729785,0.08249935541494494
26,26.000000999999997,57.17711454673544,2.1771145467351474,0.08373517165384523
27,27.000000999999997,57.29169340915075,2.2916934091504615,0.08487753052862708
28,28.000000999999997,57.406052471658974,2.4060524716586826,0.08593044234743716
29,29.000000999999997,57.52003689223303,2.5200368922327385,0.08689782087361786
30,30.000000999999997,57.63350452008587,2.6335045200855802,0.08778348107673664
31,31.000000999999997,57.74632532967354,2.7463253296732475,0.08859113680910036
32,32.000001,57.858380844485254,2.8583808444849623,0.08932439859876762
33,33.00000099999999,57.969563555796825,2.969563555796533,0.08998677169120492
34,34.00000099999999,58.0797763410918,3.0797763410915096,0.09058165442676047
35,35.00000099999999,58.188931886352655,3.188931886352364,0.09111233700685795
36,36.00000099999999,58.29695211591432,3.2969521159140314,0.09158200067588977
37,37.00000099999999,58.403767633068966,3.403767633068675,0.09199371732635023
38,38.00000099999999,58.50931717412623,3.5093171741259397,0.09235044952040766
39,39.00000099999999,58.61354707817564,3.613547078175351,0.09265505091077696
40,40.00000099999999,58.71641077437128,3.716410774370992,0.09291026703651814
41,41.00000099999999,58.81786828816875,3.817868288168455,0.0931187364646273
42,42.00000099999999,58.91788576758979,3.917885767589496,0.09328299224539296
43,43.00000099999999,59.0164350302735,4.0164350302732075,0.09340546364808709
44,44.00000099999999,59.113493131791856,4.113493131791564,0.09348847814325198
45,45.00000099999999,59.20904195546197,4.209041955461679,0.09353426359838703
46,46.00000099999999,59.30306782367469,4.303067823674397,0.09354495065498798
47,47.00000099999999,59.39556113057737,4.395561130577079,0.09352257525647882
48,48.00000099999999,59.48651599579536,4.486515995795067,0.09346908129845805
49,49.00000099999999,59.5759299387494,4.5759299387491055,0.09338632337475067
50,50.00000099999999,59.66380357302232,4.6638035730220295,0.09327606959491921
51,51.00000099999999,59.75014032014528,4.750140320144986,0.09314000445107809
52,52.00000099999999,59.83494614210989,4.834946142109601,0.09297973171403597
53,53.00000099999999,59.91822929186438,4.918229291864087,0.09279677734089264
54,54.00000099999999,60.00000008101852,5.000000081018229,0.09259259237825254
55,55.00000099999999,60.080270663960846,5.080270663960555,0.09236855584712726
56,56.00000099999999,60.15905483758093,5.159054837580641,0.0921259775974047
57,57.00000099999999,60.236367855787876,5.236367855787584,0.09186610112142955
58,58.00000099999999,60.31222625802209,5.312226258021802,0.09159010631778787
59,59.00000099999999,60.38664771096938,5.386647710969086,0.09129911219779618
60,60.00000099999999,60.45965086270354,5.459650862703249,0.09099417952848451
61,61.00000099999999,60.531255208504945,5.531255208504653,0.09067631340702198
62,62.00000099999999,60.60148096762691,5.601480967626621,0.09034646576258316
63,63.00000099999999,60.67034897030837,5.670348970308076,0.09000553778257998
64,64.000001,60.737880554360075,5.7378805543597835,0.0896543822610219
65,65.00000099999998,60.80409747068113,5.804097470680837,0.0892938058674928
66,66.00000099999998,60.869021797092955,5.869021797092664,0.0889245713358802
67,67.00000099999998,60.93267585990887,5.932675859908578,0.08854739957255492
68,68.00000099999998,60.99508216268746,5.995082162687169,0.08816297168417939
69,69.00000099999998,61.05626332164888,6.056263321648586,0.08777193092574866
70,70.00000099999998,61.116242007262514,6.116242007262223,0.08737488456981914
71,71.00000099999998,61.175040891543574,6.175040891543283,0.08697240569818139
72,72.00000099999998,61.23268260062443,6.232682600624138,0.08656503491748756
73,73.00000099999998,61.28918967219337,6.289189672193082,0.08615328200054523
74,74.00000099999998,61.34458451741988,6.344584517419591,0.08573762745516168
75,75.00000099999998,61.3988893870101,6.39888938700981,0.0853185240225505
76,76.00000099999998,61.45212634106032,6.45212634106003,0.08489639810741623
77,77.00000099999998,61.50431722239863,6.504317222398342,0.0844716511419051
